Species,corMxPA,AUC,TSS,beta,AUC.CV,TSS.CV
swi26,0.8810575,0.9204944,0.004159252,0.4798284,0.981231,0.02264815
swi21,0.972386,0.7601118,0.02905749,1.076171,0.8219606,0.06565103
swi16,0.9682636,0.8596087,0.07014756,2.170778,0.7782674,0.1111174
swi11,0.8687979,0.8142063,0.01715402,1.30725,0.896066,0.1231133
swi01,0.8725156,0.8346373,0.01691719,1.181953,0.8824498,0.08225017
swi26,0.8596283,0.9020931,0.003906859,0.6263001,0.9774893,0.02436319
swi21,0.9749531,0.7850096,0.03274599,1.021475,0.8227128,0.06515479
swi16,0.9709877,0.8754517,0.0762906,2.0442,0.7965417,0.1130566
swi11,0.9002196,0.8288992,0.01368867,1.301107,0.8897097,0.1230526
swi06,0.9762411,0.8296591,0.4239079,1.750756,0.8802403,0.4886285
swi26,0.6773104,0.9402384,0.004466601,0.4910138,0.9785016,0.02476414
swi01,0.8385343,0.8274395,0.01568297,1.220052,0.8759592,0.07871328
swi21,0.9588422,0.7633425,0.02962315,1.112017,0.8115274,0.0651924
swi16,0.9631534,0.860492,0.06800922,2.197072,0.7739737,0.1056901
swi26,0.9336343,0.9332961,0.006893151,0.482908,0.9809268,0.02380954
swi11,0.917631,0.8522206,0.01645475,1.277654,0.8927952,0.1242894
swi21,0.9688632,0.7757808,0.0279728,1.116081,0.8099009,0.06755111
swi16,0.9613899,0.872183,0.07177671,2.080157,0.7758424,0.1101361
swi01,0.7625576,0.7778318,0.01572219,1.087203,0.8835255,0.08433542
swi26,0.8750979,0.9193913,0.005005005,0.4922866,0.9800259,0.02234621
swi06,0.9783849,0.8357449,0.4367649,1.764169,0.8806114,0.4880471
swi21,0.9824113,0.7975069,0.03279376,1.004316,0.8365948,0.06334904
swi11,0.978194,0.8475761,0.01478754,1.363737,0.8840494,0.1175804
swi16,0.9543749,0.8664472,0.07722216,2.374209,0.7772037,0.108711
swi01,0.7706261,0.8160799,0.01658177,1.17412,0.8797301,0.08225246
swi26,0.8512767,0.9184205,0.004243871,0.3425234,0.9825536,0.02189626
swi21,0.9572165,0.7949285,0.03193677,0.9148269,0.8360181,0.0678678
swi11,0.9698457,0.8771746,0.0195258,1.253466,0.9004775,0.1253846
swi16,0.9651868,0.8724154,0.06885654,2.187548,0.7786624,0.1072039
swi01,0.8986513,0.8015876,0.01538208,1.213689,0.8754992,0.0805499
swi26,0.8762451,0.9238064,0.004158347,0.4896994,0.9735738,0.02061797
swi06,0.9792144,0.8393513,0.4318199,1.797426,0.8833348,0.4921466
swi21,0.9811922,0.7654145,0.03135024,1.125234,0.8102844,0.06026102
swi16,0.9504078,0.8518726,0.06281135,2.128292,0.7920287,0.1133842
swi11,0.9640042,0.8175061,0.01755387,1.336976,0.8894125,0.1187945
swi01,0.8930849,0.806666,0.02015947,1.160864,0.8803998,0.08297241
swi26,0.8593556,0.9119027,0.005803474,0.4443451,0.9837842,0.02253907
swi21,0.9483834,0.7653938,0.0332582,1.034797,0.8244145,0.0653541
swi16,0.9534306,0.8512915,0.06312316,2.193544,0.7809817,0.11312
swi11,0.952763,0.8482774,0.01978767,1.267969,0.8923687,0.1262961
swi26,0.8976548,0.9223119,0.004436179,0.4268754,0.9839018,0.02330061
swi01,0.8734161,0.7896672,0.0165816,1.145089,0.8758994,0.07902686
swi06,0.9779044,0.835687,0.4314507,1.72797,0.8777864,0.4883895
swi21,0.9778929,0.7957716,0.03432974,1.117796,0.8157656,0.06231271
swi16,0.9580984,0.8620697,0.07341406,2.316159,0.7722401,0.1074528
swi11,0.9527882,0.8493676,0.01806866,1.294249,0.8978937,0.125454
swi26,0.8279031,0.8787483,0.004603522,0.4093039,0.9834026,0.02384015
swi01,0.7809492,0.7981219,0.01571856,1.182101,0.873483,0.08087926
swi21,0.9222492,0.7809757,0.03010323,1.05166,0.815597,0.06327202
swi16,0.96029,0.8599484,0.07468041,2.347421,0.7723026,0.1082543
swi11,0.9598981,0.8346999,0.01746463,1.251982,0.9020661,0.1280152
swi26,0.9600445,0.9445945,0.003619738,0.4791896,0.9806315,0.02241196
swi06,0.9801667,0.8509251,0.458819,1.759771,0.8811882,0.4899482
swi21,0.9382319,0.7530537,0.02646364,1.074747,0.8301901,0.06532303
swi01,0.7927112,0.8039727,0.01858497,1.133531,0.8864448,0.08189264
swi16,0.9642227,0.8703349,0.07772706,2.064372,0.7805093,0.1107946
swi26,0.8091735,0.8716933,0.005274511,0.4838623,0.9781338,0.02369892
swi11,0.9171991,0.8350889,0.0174314,1.27543,0.8890463,0.1224937
swi21,0.9765537,0.7907174,0.03257065,1.050921,0.8320107,0.06474271
swi01,0.847609,0.8071227,0.01797553,1.053067,0.893997,0.0837153
swi16,0.9545447,0.8709726,0.08174048,2.236349,0.7730096,0.1103099
swi26,0.9238747,0.9095422,0.004387015,0.5050671,0.9803642,0.01781052
swi11,0.9001151,0.8109728,0.01917256,1.342571,0.879137,0.1206628
swi06,0.9749283,0.8399314,0.4287316,1.830721,0.8764471,0.4855955
swi21,0.9833277,0.7914218,0.03403176,1.055923,0.8251277,0.06438194
swi01,0.9061578,0.83799,0.01424433,1.097,0.8775436,0.07980665
swi26,0.9222877,0.9456613,0.004183756,0.5362789,0.9806719,0.02516305
swi16,0.9635612,0.8583816,0.07625984,2.089466,0.7897944,0.1100441
swi11,0.9401137,0.8671657,0.01737739,1.319289,0.8880026,0.1205417
swi21,0.9600703,0.8018248,0.04217385,1.174387,0.8086197,0.06057032
swi26,0.8894874,0.942687,0.004347169,0.4662817,0.9813708,0.02178274
swi16,0.964507,0.8771874,0.07496903,2.112679,0.7777088,0.1122755
swi01,0.7991292,0.7717747,0.01764523,1.179506,0.8843933,0.08198261
swi06,0.9840622,0.8389878,0.4344063,1.807324,0.8800464,0.4875098
swi11,0.9599345,0.8233629,0.01751195,1.36397,0.8869129,0.1186432
swi21,0.984475,0.7945825,0.03571927,1.049817,0.825523,0.0631187
swi26,0.839707,0.9238333,0.00589953,0.4052824,0.979058,0.02318885
swi16,0.955449,0.8544187,0.07335183,2.333942,0.767966,0.1089431
swi01,0.9178945,0.8046217,0.0176743,1.188729,0.8691887,0.08136124
swi21,0.9558585,0.7641574,0.03178028,1.093843,0.8212259,0.0660839
swi11,0.8914089,0.8611373,0.01961521,1.321064,0.8812236,0.1190903
swi26,0.9460849,0.92677,0.004211484,0.4598214,0.9838077,0.02537888
swi16,0.9392351,0.8663863,0.07478506,2.244457,0.7719314,0.1122398
swi01,0.8744619,0.8044626,0.01733836,1.256701,0.8678381,0.08115665
swi06,0.9788804,0.8359968,0.4267759,1.741868,0.879889,0.4901442
swi21,0.9926724,0.7723523,0.03365618,1.064619,0.8191962,0.06475626
swi26,0.8553172,0.9213566,0.005544468,0.4674032,0.980511,0.02062155
swi11,0.9515639,0.8354333,0.02193742,1.320537,0.8936122,0.1241137
swi16,0.9663661,0.871273,0.07332522,2.119002,0.7822242,0.1123489
swi01,0.8703768,0.8050062,0.01804431,1.253144,0.867051,0.0798796
swi21,0.9872758,0.7748269,0.03001277,1.064144,0.8149272,0.06391897
swi26,0.7742097,0.9077337,0.003483793,0.4424396,0.984076,0.02157607
swi11,0.9460362,0.8298932,0.0188536,1.215421,0.9049966,0.1261718
swi16,0.9516932,0.8462692,0.06983023,1.93597,0.7830623,0.1110384
swi06,0.9795479,0.838357,0.4308101,1.780839,0.8825922,0.4958191
swi21,0.9831267,0.7861425,0.03271664,1.044871,0.8224755,0.06421868
swi26,0.9413446,0.9331358,0.004967171,0.5425408,0.9818074,0.02272946
swi01,0.8503275,0.8399445,0.01595896,1.240125,0.8773428,0.08182795
swi11,0.9416956,0.8461103,0.02036299,1.331923,0.8820083,0.1197355
swi16,0.9669916,0.8611184,0.07200245,2.370976,0.7746046,0.1096466
swi21,0.9825539,0.7772634,0.03258122,1.023564,0.8265849,0.06524856
swi26,0.8825606,0.8941159,0.003533849,0.5364363,0.9797881,0.02125689
swi01,0.893968,0.8303201,0.01752394,1.256018,0.8760576,0.08045549
swi11,0.9399866,0.8526,0.01867767,1.284569,0.8851433,0.1246666
swi16,0.9636601,0.8624857,0.06862057,2.230182,0.7728574,0.1078613
swi06,0.9811109,0.8295164,0.4273618,1.748616,0.87879,0.4949954
swi21,0.9519702,0.7775226,0.03384467,1.138896,0.8059741,0.0630666
swi26,0.8842151,0.9276694,0.003982845,0.5015281,0.9832975,0.02363733
swi01,0.8342661,0.7973461,0.0153182,1.154687,0.8772028,0.08283663
swi11,0.9697935,0.8600367,0.02151787,1.290533,0.8963199,0.1255427
swi16,0.9573486,0.8610294,0.07652351,2.104193,0.784592,0.1112615
swi21,0.9599897,0.785046,0.03104186,1.084686,0.8143269,0.06643491
swi27,0.9550638,0.8714715,0.07282073,1.114983,0.8562517,0.06530416
swi01,0.7895277,0.7960635,0.01657981,1.073236,0.8756661,0.08095251
swi16,0.9435822,0.8657518,0.07243308,2.107174,0.7870458,0.1135025
swi11,0.9353988,0.8450103,0.01796498,1.404497,0.8824345,0.1198382
swi06,0.9834212,0.8409813,0.4331146,1.785533,0.8771538,0.4806907
swi21,0.9559196,0.8007143,0.03094935,1.012118,0.8290056,0.06601284
swi27,0.9818893,0.85792,0.06365589,1.159783,0.8511414,0.06819679
swi16,0.9698873,0.8758741,0.07194566,2.11422,0.7819816,0.1097067
swi01,0.8016074,0.8066959,0.01586782,1.154529,0.8760025,0.08427171
swi11,0.8671031,0.8306953,0.01733546,1.342464,0.892222,0.1193545
swi21,0.9711108,0.8008859,0.03265866,0.9904476,0.8283847,0.06556995
swi27,0.9631151,0.8492019,0.0640022,1.070302,0.8670409,0.06761386
swi16,0.9547207,0.8519627,0.07143646,2.021409,0.777155,0.1103851
swi06,0.9717942,0.8286154,0.4131181,1.818281,0.8821951,0.4941996
swi11,0.9276513,0.86061,0.01580829,1.367773,0.8831663,0.1241299
swi01,0.8735588,0.8247031,0.02042973,1.125494,0.881227,0.08007284
swi22,0.9167194,0.788865,0.025847,2.593395,0.7203875,0.07665144
swi27,0.9721509,0.8689021,0.07513887,1.077605,0.8738564,0.07466025
swi16,0.9596592,0.8661645,0.07749803,2.197196,0.7681621,0.1110085
swi22,0.9376434,0.8255837,0.02864144,2.576884,0.7292155,0.07416896
swi11,0.9674149,0.8726242,0.02147385,1.366321,0.88018,0.1206869
swi01,0.8806197,0.8445004,0.02118365,1.09535,0.8838769,0.08291523
swi27,0.9273776,0.8613549,0.0727375,1.085679,0.8638415,0.0671197
swi17,0.8002076,0.9394313,0.05550988,3.708698,0.7919357,0.06709998
swi06,0.9804844,0.8335759,0.4256865,1.781395,0.8757109,0.4830626
swi22,0.8834342,0.8047019,0.02559778,2.557024,0.7188056,0.07427421
swi11,0.959991,0.8501952,0.01825581,1.372184,0.8803715,0.1215171
swi01,0.8778843,0.8005658,0.0186748,1.254407,0.8650318,0.07731414
swi27,0.9687759,0.8224145,0.05773098,1.144664,0.8546148,0.06587657
swi17,0.7093954,0.9111492,0.05470618,3.294144,0.79037,0.06757144
swi22,0.8798565,0.7917442,0.02667379,2.310958,0.7129639,0.07529097
swi11,0.974607,0.8432466,0.01889471,1.344803,0.8944088,0.1262914
swi27,0.9593709,0.847916,0.06876764,1.050246,0.871687,0.07070383
swi01,0.8296501,0.8197699,0.01930257,1.163746,0.8739881,0.08254617
swi17,0.749332,0.897467,0.05808643,3.08839,0.7884858,0.07040439
swi06,0.9844645,0.8420315,0.4471065,1.75082,0.8791016,0.4851877
swi22,0.915191,0.7849264,0.0293466,2.404891,0.730389,0.07684193
swi11,0.9528676,0.8327218,0.02010641,1.284041,0.8928568,0.123677
swi27,0.9806817,0.8631052,0.07171778,1.086496,0.8700257,0.07057388
swi01,0.8563975,0.8149635,0.01579668,1.112669,0.8747134,0.08183622
swi17,0.8052973,0.9377853,0.05825436,3.73467,0.7931165,0.0671069
swi22,0.9410145,0.8241767,0.02917255,2.757417,0.7250476,0.0755228
swi12,-0.4276659,0.4259924,-0.0008709054,-0.03177498,0.9990088,0.00798401
swi27,0.969861,0.8514338,0.07015896,1.106975,0.8758985,0.07134881
swi01,0.8580165,0.7676193,0.01513963,1.162252,0.8809512,0.08492391
swi06,0.9758689,0.8425149,0.4241785,1.791813,0.8787068,0.4890825
swi17,0.781347,0.9312061,0.05875479,3.57572,0.8018071,0.06852188
swi22,0.9534698,0.8223584,0.03153877,2.493544,0.7324827,0.07746845
swi12,-0.2458604,0.4488884,-0.0003296654,-0.03546509,0.9984433,0.007801635
swi27,0.9641038,0.8308973,0.06282933,1.07172,0.8717664,0.0726986
swi17,0.795338,0.9295394,0.05976972,3.986942,0.7867501,0.06891377
swi01,0.8980706,0.8074901,0.01536057,1.188518,0.8805119,0.08361478
swi22,0.9386504,0.8119259,0.0269994,2.568,0.7345745,0.07480638
swi12,0.3385079,0.691565,0.00197563,0.3985912,0.9707945,0.005556393
swi27,0.9730232,0.8330333,0.06506305,1.089573,0.8660384,0.07089211
swi06,0.9759958,0.8288764,0.4150722,1.778226,0.8774465,0.4867434
swi17,0.7704543,0.9271661,0.05635499,3.174864,0.7962343,0.0687924
swi22,0.923011,0.8027934,0.02948746,2.469093,0.7310141,0.07907406
swi02,0.9558197,0.7645116,0.04139045,1.186365,0.8302216,0.1448056
swi12,-0.3215977,0.4011608,-0.001448384,-0.0314376,0.9994335,0.006635561
swi27,0.9815741,0.8646987,0.06620373,1.068863,0.8740321,0.06670331
swi17,0.8343797,0.9580548,0.05330518,4.373492,0.7744727,0.06676527
swi22,0.9495662,0.824591,0.0301847,3.000359,0.7225475,0.07373892
swi12,0.007050449,0.4071289,-0.001636086,-0.02852803,0.9993059,0.007984516
swi02,0.9640312,0.7862892,0.04463264,1.211523,0.8316558,0.1477736
swi27,0.9732928,0.8440684,0.07102699,1.045332,0.8632563,0.07269483
swi06,0.9745791,0.8366514,0.4350379,1.805447,0.8764749,0.48009
swi22,0.9460116,0.7896012,0.02549184,2.370219,0.7320819,0.077182
swi17,0.7803163,0.9258954,0.0618486,3.960162,0.7947193,0.06781603
swi12,-0.3696825,0.3977767,-0.0006813689,-0.02953378,0.9992725,0.008571619
swi27,0.9880271,0.8400712,0.06831357,1.061079,0.8717985,0.07316821
swi02,0.9750421,0.7745748,0.04028887,1.149337,0.8367642,0.1492358
swi22,0.934701,0.8301954,0.02636083,2.554562,0.7374804,0.07461695
swi17,0.8176719,0.9310074,0.0557088,3.762074,0.778716,0.06752726
swi12,-0.2240394,0.4031814,-0.0004488679,-0.04167269,0.9987809,0.008578972
swi27,0.9689973,0.8486274,0.06421371,1.179059,0.8584817,0.06883537
swi02,0.962243,0.7826856,0.04224844,1.211886,0.8283893,0.1457312
swi06,0.9790634,0.8334051,0.4203391,1.792571,0.8775406,0.4885614
swi22,0.8908044,0.77404,0.02891796,2.145057,0.7343177,0.07899645
swi17,0.7797146,0.9272342,0.05555327,3.433823,0.8007573,0.06739061
swi12,-0.4101969,0.338128,-0.0022417,-0.0311194,0.9997099,0.008160253
swi27,0.9590881,0.8516104,0.06845032,1.082542,0.8638255,0.06887704
swi02,0.9534653,0.7653723,0.04475209,1.19499,0.8308546,0.1492716
swi22,0.92897,0.7939389,0.02698605,2.49301,0.7208033,0.07735417
swi17,0.7277108,0.9069224,0.05593803,3.013705,0.7816077,0.06952588
swi12,-0.06959547,0.3179701,-0.001866603,-0.03484782,0.9986883,0.008001223
swi27,0.9785764,0.8522988,0.07342018,1.110253,0.8602144,0.06646194
swi02,0.9328601,0.7804505,0.04493801,1.181573,0.827415,0.145039
swi06,0.9754151,0.8297625,0.420481,1.798028,0.8768701,0.4848784
swi22,0.9164648,0.77294,0.02831537,2.600718,0.7158003,0.07299023
swi17,0.7044028,0.9379967,0.05882321,4.585483,0.7905207,0.06695761
swi12,-0.4798622,0.2832212,-0.00187664,-0.03354278,0.9993125,0.008385419
swi27,0.963623,0.8672814,0.07263604,0.9982603,0.8828508,0.0714653
swi02,0.9413342,0.7729911,0.04441959,1.179677,0.8382291,0.1506572
swi12,-0.1424507,0.4383013,-0.0004297263,-0.03347229,0.9989834,0.008288356
swi22,0.9486354,0.8014018,0.02647076,2.477493,0.7337212,0.07438215
swi17,0.7915464,0.952119,0.055832,4.688958,0.7831136,0.06498004
swi27,0.934655,0.8428621,0.07200359,1.101369,0.8655274,0.06878171
swi06,0.981732,0.844341,0.4516783,1.818083,0.8770049,0.4873095
swi02,0.9622865,0.7831212,0.04219398,1.157576,0.8372506,0.1489935
swi12,-0.4173099,0.4154914,-0.0008806248,-0.06082008,0.990826,0.007713035
swi22,0.9452993,0.8146429,0.03011663,2.475789,0.7329312,0.0791141
swi17,0.7602477,0.9499152,0.05556641,4.189295,0.7940451,0.06610841
swi27,0.9473409,0.8416008,0.06644463,1.135404,0.8612308,0.06552771
swi12,-0.5000569,0.3274174,-0.001855246,-0.0458811,0.9983597,0.008725465
swi02,0.904616,0.7515011,0.03614953,1.260269,0.8267651,0.1433216
swi22,0.9331169,0.7972331,0.02431691,2.116934,0.7414625,0.07779137
swi17,0.8103328,0.9385189,0.05484354,3.639853,0.7933979,0.06835681
swi27,0.9757151,0.8534706,0.0754687,1.146762,0.8571049,0.06797676
swi06,0.9794773,0.832281,0.4235233,1.732115,0.8846212,0.4980261
swi12,-0.4773441,0.4058391,-0.0006656181,-0.03112148,0.9992547,0.00779541
swi22,0.9336382,0.8137561,0.02795401,2.222043,0.7436687,0.07973766
swi02,0.9387387,0.7768778,0.0381348,1.183231,0.8332283,0.148204
swi17,0.805847,0.9517316,0.05927546,4.588116,0.7793487,0.06628083
swi27,0.9676293,0.8609584,0.07350857,1.056944,0.8735352,0.06911554
swi12,-0.3579393,0.3411247,-0.001681316,-0.0377482,0.9990026,0.006669055
swi22,0.9476103,0.8164411,0.03159553,2.529289,0.7284206,0.07545651
swi17,0.767731,0.9395227,0.05823541,4.175872,0.8030534,0.06713999
swi02,0.9377741,0.7978491,0.04691545,1.149184,0.8365663,0.1496239
swi27,0.9854116,0.8590983,0.07003866,1.07435,0.8723916,0.06855817
swi06,0.9856561,0.8343183,0.4349889,1.750738,0.8819576,0.490463
swi12,0.2156142,0.6090641,0.0008850891,0.282215,0.9773919,0.006490307
swi22,0.9415598,0.8173743,0.02846022,2.494139,0.7139317,0.07399542
swi17,0.7871702,0.9541024,0.05615796,5.026091,0.7836724,0.06610561
swi02,0.9630791,0.7914678,0.04290087,1.231235,0.8242739,0.1472738
swi27,0.93646,0.844285,0.07196692,1.167426,0.8468046,0.06353018
swi12,-0.1772818,0.4104524,-9.223681e-05,-0.0376043,0.9981997,0.007846747
swi22,0.9345985,0.808228,0.02766615,2.457218,0.727188,0.07757954
swi17,0.8663617,0.9617772,0.0559025,4.391945,0.7894576,0.06808661
swi27,0.9801045,0.8623524,0.07241687,0.9894359,0.8847385,0.0727379
swi02,0.9698639,0.7836749,0.04161904,1.171474,0.8338689,0.1493224
swi06,0.9802313,0.8296245,0.4059296,1.777166,0.8799849,0.4855318
swi12,-0.2239052,0.3392787,-0.002041967,-0.03116117,0.9992597,0.009263351
swi22,0.9341623,0.8312257,0.02585057,2.35278,0.7352259,0.07438411
swi17,0.779787,0.9174245,0.05643849,3.279692,0.7887683,0.06837931
swi27,0.9186986,0.831811,0.06134655,1.092637,0.8604374,0.06838413
swi02,0.9573804,0.7857391,0.04741263,1.162757,0.8397298,0.1507341
swi12,-0.3457211,0.335419,-0.002214986,-0.02757016,0.9993621,0.008201735
swi22,0.941586,0.8432313,0.03185241,2.498846,0.7298489,0.07468345
swi17,0.8582331,0.9568084,0.0589357,3.984177,0.7918511,0.06749659
swi27,0.9534594,0.8623822,0.07731031,1.088218,0.8769472,0.06917056
swi02,0.9692515,0.7803065,0.04543174,1.225339,0.8235325,0.1449973
swi06,0.9810915,0.83873,0.4355008,1.781825,0.8768756,0.4829743
swi12,-0.2533072,0.4262382,-0.001074447,-0.03095136,0.9994284,0.007031299
swi22,0.9731171,0.8365258,0.02952217,2.693492,0.7279659,0.07526219
swi17,0.8034209,0.9372048,0.05549087,4.445427,0.7702542,0.06711912
swi27,0.9537726,0.8461447,0.06857977,1.021792,0.8851213,0.07259351
swi02,0.9220471,0.7815099,0.04742524,1.240062,0.8287086,0.1476695
swi12,-0.3464577,0.3691184,-0.001064777,-0.02849079,0.9995207,0.008007037
swi22,0.9602395,0.8152192,0.02688402,2.568989,0.7260292,0.07584368
swi17,0.775774,0.9353913,0.05756263,4.123987,0.787391,0.06767169
swi27,0.9380541,0.8583923,0.07306602,1.153163,0.852172,0.06221809
swi06,0.9720364,0.8396171,0.4342632,1.811328,0.8798006,0.4913446
swi02,0.9719674,0.7633751,0.03820368,1.20429,0.8267087,0.1493398
swi12,-0.2226049,0.513817,0.0001214705,-0.02775139,0.999406,0.008062817
swi22,0.9517109,0.811475,0.02597515,2.141911,0.7369985,0.07971201
swi17,0.7256659,0.9121244,0.0575903,3.575739,0.7897405,0.06741301
swi27,0.9631532,0.8385993,0.06473924,1.073853,0.8761432,0.07274606
swi12,-0.3030499,0.4411317,-0.000667881,-0.03539638,0.9918762,0.009320673
swi02,0.9278329,0.7854144,0.0422221,1.18011,0.8287965,0.1512169
swi22,0.9285636,0.7981447,0.0283368,2.638757,0.7238238,0.07423471
swi17,0.7829148,0.9634325,0.06030796,5.347176,0.7824498,0.06458882
swi27,0.973,0.8518602,0.06739341,1.054738,0.8785141,0.07449822
swi06,0.9846517,0.833384,0.4251713,1.758275,0.8782669,0.4910817
swi12,-0.2385722,0.4493072,-0.001244257,-0.02817824,0.9995617,0.009084187
swi02,0.9850575,0.7924482,0.04881657,1.229688,0.8283877,0.1458776
swi22,0.9510946,0.8043793,0.02500112,2.431005,0.719424,0.07674533
swi17,0.7791582,0.936103,0.05852313,4.91483,0.7839305,0.06630573
swi27,0.9729802,0.8510644,0.07143948,1.070574,0.8830401,0.07087241
swi12,-0.2219306,0.3647657,-0.001644133,-0.02990632,0.9990516,0.008969983
swi02,0.9334254,0.7756843,0.043034,1.208794,0.8283003,0.1497409
swi22,0.9357906,0.8084981,0.02849286,2.656432,0.7284058,0.07455309
swi17,0.7970611,0.9359726,0.05839747,3.97607,0.7847626,0.06838971
swi27,0.9784399,0.8470325,0.06514896,1.026887,0.8843751,0.07197943
swi06,0.9791099,0.8391122,0.4309199,1.745713,0.8818709,0.4871277
swi12,-0.07493026,0.5295457,-0.0002640831,-0.02943837,0.9993787,0.008483772
swi22,0.9270898,0.8097913,0.02560581,2.211552,0.7517895,0.07615479
swi02,0.9859398,0.7954193,0.04516736,1.223567,0.8285053,0.1440473
swi17,0.7909223,0.9287764,0.0566121,3.854366,0.7767286,0.06500005
swi27,0.9735724,0.8443077,0.0624353,1.035861,0.8814547,0.07241246
swi12,0.2181061,0.5288867,0.0008902569,0.1035076,0.9756696,0.006501847
swi22,0.8806397,0.7763751,0.02753374,2.597865,0.7156531,0.07460017
swi17,0.8087539,0.9456572,0.05882655,3.892798,0.7808076,0.06679773
swi02,0.9723146,0.7979171,0.04648083,1.232528,0.8311423,0.1475891
swi27,0.9387879,0.85506,0.06688143,1.071607,0.85884,0.0674111
swi06,0.9818939,0.8306987,0.4237716,1.772866,0.8814439,0.4888738
swi12,-0.4146957,0.3319138,-0.003197274,-0.03268646,0.9994612,0.008364547
swi22,0.9481974,0.8281697,0.02717464,2.788175,0.7139491,0.07651743
swi17,0.749642,0.9084743,0.05597664,3.590633,0.7823718,0.06837038
swi27,0.9738612,0.8632433,0.07227269,1.072607,0.8712518,0.06759815
swi02,0.9799881,0.7837178,0.0447007,1.141215,0.8413387,0.1487123
swi12,-0.2968915,0.3345336,-0.001705876,-0.03011103,0.9997513,0.008736127
swi22,0.9258251,0.7791114,0.02816618,2.290621,0.7290724,0.07213669
swi17,0.8008245,0.9501329,0.05644304,4.76506,0.7857533,0.0668572
swi27,0.9881426,0.8601632,0.06765097,1.084517,0.8756019,0.06730285
swi06,0.9798805,0.8374145,0.4341396,1.799524,0.8757492,0.4868326
swi02,0.952212,0.7708345,0.04209618,1.191888,0.8399068,0.1550535
swi12,-0.1143387,0.5477096,0.001635094,0.09997714,0.9844996,0.00639977
swi22,0.9236139,0.8182547,0.03096186,2.312104,0.7277053,0.07369529
swi17,0.7604855,0.9311695,0.05517355,4.08246,0.7796522,0.06528612
swi27,0.9848153,0.8519436,0.0711803,1.143562,0.8585808,0.06687626
swi02,0.9801512,0.7830847,0.04437859,1.190566,0.8322702,0.1473702
swi12,-0.4299986,0.3462499,-0.002094966,-0.02873731,0.9992578,0.007941685
swi22,0.9407509,0.8347995,0.02607705,2.58437,0.7264125,0.07423754
swi17,0.7326381,0.9130307,0.05745832,3.805083,0.7861294,0.06742952
swi27,0.9708547,0.8573379,0.07201826,1.059866,0.864702,0.07013391
swi06,0.9823698,0.8279548,0.4184419,1.743853,0.881025,0.4948372
swi12,0.5087815,0.7482139,0.002811911,0.3701472,0.9841367,0.006499568
swi02,0.9621185,0.7677311,0.03943758,1.15156,0.8384563,0.1526672
swi22,0.878459,0.7702118,0.02350162,2.312597,0.7262949,0.07647599
